Name,Description,Brain1,Brain2,Brain3,Blood1,Blood2,Blood3
ENSG00000143409,MINDY1,10.57,9.619,3.246,12.91,1.224,24.03
ENSG00000143363,PRUNE1,9.638,8.069,1.81,4.869,0.566,9.088
ENSG00000200759,RNU6-884P,0,0,0,0,0,0
ENSG00000163141,BNIPL,0.1615,0.2668,0.0206,0.2443,0.0967,0.3797
ENSG00000143443,C1orf56,2.851,3.051,0.955,1.61,0.2829,3.538
ENSG00000197622,CDC42SE1,26.49,32.84,5.05,237.9,27.99,386.8
ENSG00000213190,MLLT11,76.56,23.23,10.06,5.262,0.4735,9.815
ENSG00000143458,GABPB2,3.075,2.6,0.9991,0.8627,0.0913,2.684
ENSG00000233717,RPS29P29,0,0,0,0,0,0
ENSG00000261168,RP11-68I18.10,0.9415,0.5196,0.1164,0,0,0.165
ENSG00000143434,SEMA6C,9.494,3.943,1.042,0.6688,0.1685,8.406
ENSG00000163154,TNFAIP8L2,2.47,6.312,0.5871,22.91,2.428,37.06
ENSG00000163155,LYSMD1,6.569,5.998,1.439,0.9083,0.1116,1.466
ENSG00000163156,SCNM1,11.07,9.796,3.919,15.73,1.784,22.27
ENSG00000163157,TMOD4,0.2192,0.3393,0.0864,0.8645,0.0486,9.158
ENSG00000163159,VPS72,35.74,28.5,11.79,16.08,2.582,36.23
ENSG00000143398,PIP5K1A,9.459,10.88,2.06,7.233,0.6569,11.75
ENSG00000159352,PSMD4,124.8,89.67,44.27,65.84,22.6,105.7
ENSG00000232671,RP11-126K1.2,0.7177,0.3433,0.5769,0.8861,0,0.4088
ENSG00000143373,ZNF687,5.908,7.333,2.166,12.06,0.6755,15.6
ENSG00000143393,PI4KB,25.06,23.23,6.974,29.97,3.754,49.02
ENSG00000265753,RN7SL444P,0,0,0,0.1308,0,0.4224
ENSG00000273481,RP11-126K1.9,0.185,0.719,0,0,0,0.1756
ENSG00000143390,RFX5,14,9.629,2.605,12.03,0.9806,20.86
ENSG00000237976,RP11-126K1.6,4.449,3.142,1.249,0.9717,0.1065,1.207
ENSG00000143416,SELENBP1,31.31,60.42,19.78,68.59,152.8,95.73
ENSG00000159377,PSMB4,197.2,168.5,70.9,137,15.34,211.5
ENSG00000143442,POGZ,17.63,13.31,3.413,9.868,0.8283,15.26
ENSG00000238711,RNY4P25,0,0,0,0,0,0
ENSG00000143375,CGN,2.063,1.463,0.3916,0.0074,0.0105,0.0634
ENSG00000252840,SNORA44,0,0,0,0,0,0
ENSG00000143367,TUFT1,3.361,2.206,0.594,4.793,0.4943,5.282
ENSG00000232536,RP11-74C1.4,0.0846,0,0,0,0,0
ENSG00000207606,MIR554,0,0,0.3105,0,0,0
ENSG00000223861,RP11-74C1.2,0.0449,0,0,0.2378,0.0565,0.256
ENSG00000250734,RP11-404E16.1,0.4449,0.266,0,0,0,0.8448
ENSG00000143376,SNX27,18.46,11.78,5.237,16.26,2.192,28.58
ENSG00000206635,RNU6-1062P,0,0,0,0.3668,0,0
ENSG00000227045,RP11-98D18.1,0.2882,0.1378,0,0.2033,0,0
ENSG00000159409,CELF3,76.87,20.78,7.652,0.0092,0.1118,0.0099
ENSG00000178796,RIIAD1,7.655,1.965,1.226,0.0347,0.0124,0.0374
ENSG00000206980,RNU6-662P,0,0,0,0,0,0
ENSG00000269621,RP11-98D18.15,2.472,0.5912,0,0,0,0
ENSG00000236940,RP11-98D18.7,0.0963,0,0,0,0,0
ENSG00000143436,MRPL9,31.96,26.19,9.088,15.26,3.504,38.2
ENSG00000143450,OAZ3,0.711,0.6292,0.2286,0.0376,0.0447,0.2025
ENSG00000268288,RP11-98D18.16,0,0,0,0,0,0
ENSG00000249602,RP11-98D18.3,1.589,0.9502,0,0.2336,0,1.509
ENSG00000182134,TDRKH,6.494,4.175,1.445,0.9945,0.1158,2.779
ENSG00000203288,TDRKH-AS1,2.209,2.038,0.5496,0,0.0793,0.1198
ENSG00000269489,RP11-98D18.17,2.269,1.648,0.8687,0,0,0
ENSG00000213171,LINGO4,0.0743,0.0323,0.009,0,0.0085,0.1795
ENSG00000143365,RORC,0.0714,0.0555,0.0622,0.5228,0.0987,3.546
ENSG00000225556,C2CD4D,1.469,0.3483,0.1527,0.0447,0,0.8174
ENSG00000201134,Y_RNA,3.054,0,0,0,0,0
ENSG00000234614,AL450992.2,3.605,1.052,0.5302,0.4653,0.1658,1.252
ENSG00000196407,THEM5,1.583,0.3244,0.1515,0.7179,0.9945,2.404
ENSG00000159445,THEM4,7.798,5.289,2.449,2.357,0.6893,12.91
ENSG00000223810,KRT8P28,0,0,0,0,0,0
ENSG00000197747,S100A10,27.84,66.24,15.49,139.9,21.44,303.8
ENSG00000229021,AL591893.1,0,0.0375,0,0,0,0.0357
ENSG00000240667,AL450992.6,0,0,0,0,0,0
ENSG00000163191,S100A11,36.15,108,5.786,1860,250.6,2750
ENSG00000232678,SPTLC1P4,0,0.1023,0,0,0,0
ENSG00000182898,TCHHL1,0,0,0,0.0218,0,0
ENSG00000159450,TCHH,0.4389,0.1141,0.1193,0.0112,0,0.0544
ENSG00000226716,AL589986.2,0,0,0,0,0,0
ENSG00000233792,PUDPP2,0,0,0,0,0,0
ENSG00000215853,RPTN,0,0,0,0,0,0
ENSG00000237975,FLG-AS1,0.6368,0.7958,0.6612,0,0.004,0.006
ENSG00000236427,RP11-107M16.2,0,0,0,0,0,0
ENSG00000197915,HRNR,0.0023,0.0055,0.0124,0.0082,0,0.0088
ENSG00000143631,FLG,0.2531,0.2121,0.2104,0.0391,0.0163,0.0281
ENSG00000143520,FLG2,0,0,0.0751,0.0387,0.0123,0.0463
ENSG00000183586,HMGN3P1,0,0.1378,0.3089,0,0,0
ENSG00000143536,CRNN,0.5497,0.7833,1.019,1.444,0.8085,0.2665
ENSG00000186207,LCE5A,0.163,0.1949,0.1092,1.102,0,0
ENSG00000169509,CRCT1,0.1589,0.152,0.3406,0.3364,0.0799,0.362
ENSG00000185966,LCE3E,0,0,0,0,0,0
ENSG00000163202,LCE3D,0,0.0868,0.0486,0,0,0
ENSG00000244057,LCE3C,0,0,0,0,0,0
ENSG00000187238,LCE3B,0,0,0,0,0,0
ENSG00000185962,LCE3A,0,0,0,0,0,0
ENSG00000226947,RP1-52J10.9,0,0,0,0,0,0
ENSG00000176075,LINC00302,0,0,0,0,0,0
ENSG00000187223,LCE2D,0,0,0,0,0,0
ENSG00000187180,LCE2C,0,0,0,0,0.0911,0
ENSG00000159455,LCE2B,0,0,0,0,0,0
ENSG00000187173,LCE2A,0,0,0,0,0,0.1427
ENSG00000187170,LCE4A,0,0,0,0,0,0
ENSG00000198854,C1orf68,0,0,0,0,0,0.089
ENSG00000229713,RP1-43O17.1,0,0,0,0,0,0
ENSG00000233819,RP1-43O17.2,0,0,0,0,0,0
ENSG00000203786,KPRP,0,0.0214,0.0478,0.0472,0.0449,0
ENSG00000240386,LCE1F,0,0,0,0.1099,0,0
ENSG00000186226,LCE1E,0,0,0,0,0,0
ENSG00000172155,LCE1D,0,0,0.0693,0.1825,0,0
ENSG00000197084,LCE1C,0,0,0,0,0,0
ENSG00000196734,LCE1B,0,0.0234,0.0523,0.0345,0,0
ENSG00000186844,LCE1A,0,0,0,0,0.0663,0
ENSG00000235942,LCE6A,0,0,0,0,0.0445,0
ENSG00000163206,SMCP,0,0,0.1923,0,0,0
ENSG00000163207,IVL,0.031,0.0741,0.0692,0.1094,0.0649,0.0785
ENSG00000224308,LINC01527,0,0,0,0,0,0
ENSG00000283227,RP1-20N18.10,0,0,0.0503,0,0,0
ENSG00000184148,SPRR4,0,0,0,0,0.0763,0.1152
ENSG00000169474,SPRR1A,0.3296,0.7883,1.325,0.8721,0.1036,1.252
ENSG00000163209,SPRR3,1.374,1.902,2.337,3.132,1.261,1.172
ENSG00000252920,SNORA31,0,0,0,0,0,0
ENSG00000234262,RP1-20N18.4,0,0,0,0,0,0
ENSG00000169469,SPRR1B,0.2871,0.5149,0.5288,0.5697,0.1353,0.4088
ENSG00000163216,SPRR2D,0.0842,0.1007,0.2256,0.0742,0.1587,0.4795
ENSG00000241794,SPRR2A,0.2196,0.6004,0.4624,0.5535,0.4338,0.3574
ENSG00000196805,SPRR2B,0,0,0,0.1272,0,0
ENSG00000203785,SPRR2E,0,0.145,0.1624,0.0535,0,0.4604
ENSG00000244094,SPRR2F,0.0327,0,0,0,0,0.4962
ENSG00000229035,SPRR2C,0,0.243,0,0,0,0
ENSG00000159516,SPRR2G,0.4308,0.1874,0,0.1382,0,0
ENSG00000229699,RP1-140J1.1,0,0.0118,0,0,0,0
ENSG00000203784,LELP1,0,0.1017,0.228,0,0,0
ENSG00000203783,PRR9,0.0362,0,0,0,0,0
ENSG00000230779,RP1-140J1.4,0,0,0,0,0,0
ENSG00000203782,LOR,0.7958,0.3244,0.3877,0.4148,0.1364,0.0687
ENSG00000159527,PGLYRP3,0,0,0,0.1338,0.0238,0.036
ENSG00000163218,PGLYRP4,0,0,0.0262,0.0173,0.0246,0.0372
ENSG00000207321,RNU6-160P,0,0,0,0,0,0
ENSG00000163220,S100A9,76.77,178,11.78,7323,2154,12910
ENSG00000163221,S100A12,5.326,7.139,0.4603,385.4,214.1,1664
ENSG00000237008,LAPTM4BP1,0,0,0,0,0,0
ENSG00000143546,S100A8,8.89,61.51,4.178,478.5,392,906.4
ENSG00000224784,AL591704.7,0,0.147,0,0,0,0
ENSG00000184330,S100A7A,0,0.006,0,0,0,0.0095
ENSG00000203781,AL591704.9,0,0,0,0,0,0
ENSG00000197364,S100A7L2,0,0,0,0,0,0
ENSG00000143556,S100A7,0.249,0,0.1112,0.3661,0,0.1576
ENSG00000263841,RN7SL44P,0,0,0,0,0,0
ENSG00000238279,BX470102.3,0.5028,0.952,0.1684,0.9608,0.1053,0.7955
ENSG00000197956,S100A6,220.2,296,75.42,755.8,99.13,1209
ENSG00000196420,S100A5,0.454,0.1357,0.038,0.6507,0.107,1.67
ENSG00000196154,S100A4,5.101,8.747,1.105,564.5,108.7,1163
ENSG00000188015,S100A3,0.1398,4.29,0.0624,0.1644,0,0.7961
ENSG00000196754,S100A2,0.4259,1.698,0.5136,0.3005,0.1606,0.1348
ENSG00000188643,S100A16,63.79,93.73,48.45,1.154,0.4931,6.431
ENSG00000189334,S100A14,0.5923,1.771,1.144,0.8605,0.8101,0.1654
ENSG00000189171,S100A13,77.55,107.8,88.26,2.853,0.6775,4.733
ENSG00000160678,S100A1,13.2,19.34,13.25,0.2061,0.0226,1.416
ENSG00000272030,RP1-178F15.4,0.6557,0.8962,0.6275,1.157,0.2943,2.223
ENSG00000160679,CHTOP,19.66,20.14,5.133,15.16,2.1,29.56
ENSG00000143553,SNAPIN,29.09,34.49,17.67,9.987,1.155,16.83
ENSG00000143621,ILF2,46.79,47.8,15.24,27.72,3.886,50.67
ENSG00000169418,NPR1,1.108,1.296,0.0968,0.0934,0.0484,0.4571
ENSG00000274940,MIR8083,0.25,0,0,0,0,0
ENSG00000242565,RN7SL372P,0,0,0,0,0,0
ENSG00000235015,GEMIN2P1,0,0,0,0,0,0.0562
ENSG00000199565,Y_RNA,0,0,0,0,0,0
ENSG00000143624,INTS3,15.29,13.14,2.599,17.8,2.263,32.81
ENSG00000243613,RP11-216N14.8,0,0,0,0,0,0
ENSG00000233222,RP11-216N14.9,0,0,0,0,0,0
ENSG00000143554,SLC27A3,4.44,14.51,0.9881,15.65,1.844,24.17
ENSG00000207039,Y_RNA,0,0,0,0,0,0
ENSG00000143614,GATAD2B,6.283,5.262,2.104,23.33,1.895,35.32
ENSG00000231827,RP11-216N14.5,0,0,0,0.0511,0,0.0917
ENSG00000223599,RP11-216N14.7,0,0,0,0.2398,0.0641,0.1613
ENSG00000236327,RP11-759F5.1,0,0,0,0,0,0
ENSG00000198837,DENND4B,26.29,15.88,2.893,58.4,5.227,83.45
ENSG00000160741,CRTC2,15.68,17.74,3.217,124.1,10.22,157.7
ENSG00000143570,SLC39A1,12.02,34.49,4.565,14.05,1.547,22.44
ENSG00000276584,MIR6737,0,0,0,0,0,0
ENSG00000282386,RP11-422P24.12,0.5327,0.5995,0.042,0.3869,0.0788,0.7734
ENSG00000273026,RP11-422P24.10,2.037,1.795,0.4309,0,0,0.2036
ENSG00000143578,CREB3L4,1.152,4.387,0.6011,2.188,0.2101,3.274
ENSG00000143543,JTB,100.9,90.56,39.49,76.83,51.19,115.1
ENSG00000272654,RP11-422P24.11,1.977,1.351,0.2733,0.4151,0.1775,0.566
ENSG00000143545,RAB13,20.99,48.78,11.81,5.193,3.263,4.898
ENSG00000177954,RPS27,701.6,730.4,564.4,450.5,118.3,565.4
ENSG00000143552,NUP210L,0.0151,0.0497,0.0101,0.02,0,0.459
ENSG00000231416,RP11-422P24.9,0.2029,0.1617,0.2718,0,0.085,0.2568
ENSG00000200220,RNU6-179P,0,0,0,0,0,0
ENSG00000231837,RPS7P2,0,0,0,0,0,0
ENSG00000263987,MIR5698,0,0,0,0,0,0
ENSG00000143549,TPM3,47.75,31.4,14.73,107,10.03,210.3
ENSG00000264384,RN7SL431P,0.5106,0,0,0.2573,0,1.385
ENSG00000215938,MIR190B,0,0,0,0,0,0
ENSG00000163263,C1orf189,0.115,0.0688,0.154,0.2028,0,0.1091
ENSG00000143612,C1orf43,119.9,108.1,48.19,32.82,10.32,54.68
ENSG00000143569,UBAP2L,21,15.64,5.69,28.01,2.555,41.22
ENSG00000201129,SNORA58,0,0,0,0,0,0
ENSG00000143575,HAX1,75.41,70.87,26.39,31.82,4.509,68.78
ENSG00000252682,SNORD59,0,0,0,0,0,0
ENSG00000212292,RNU6-239P,0,0,0,0,0,0
ENSG00000222457,RNU6-121P,0,0,0,0,0,0
ENSG00000278694,RP11-137P24.5,0,0,0,0,0,0
ENSG00000143595,AQP10,0.0194,0,0.026,2.791,0.0244,1.143
ENSG00000143515,ATP8B2,5.541,4.688,1.685,7.1,0.7398,20.84
ENSG00000238365,RNU7-57P,0,0,0,0,0,0
ENSG00000237920,RP11-350G8.4,0,0,0,0,0,0.1332
ENSG00000226855,RPSAP17,0.1512,0.0603,0.0675,0.1333,0.0633,0.0478
ENSG00000228013,RP11-350G8.5,0.1774,0.3788,0.0679,0.1788,0.0319,0.433
ENSG00000160712,IL6R,1.861,6.627,0.7459,29.41,2.256,29.96
ENSG00000228264,PSMD8P1,0.0579,0,0,0.5613,0,0.6042
ENSG00000169291,SHE,1.476,2.846,0.5877,0.0809,0.0144,0.2776
ENSG00000163239,TDRD10,1.085,1.524,0.6058,0.145,0.0207,0.2341
ENSG00000160714,UBE2Q1,30.7,21.89,7.027,13.12,1.755,23.29
ENSG00000229780,UBE2Q1-AS1,0.1168,0.0698,0,0.206,0,0
ENSG00000160716,CHRNB2,10.35,3.061,0.6741,0.0352,0,0.0152
ENSG00000160710,ADAR,47.64,41.38,11.85,94.63,5.398,120
ENSG00000143603,KCNN3,8.92,12.71,4.279,0.0202,0.0185,0.0528
ENSG00000163344,PMVK,65.51,85.55,45.69,18.73,1.573,31.51
ENSG00000270361,RP11-307C12.13,0.2579,0,0,0,0,0.3061
ENSG00000163346,PBXIP1,69.72,159.2,69.42,77.74,7.275,222.9
ENSG00000268154,Metazoa_SRP,0.0786,0.094,0,0,0,1.343
ENSG00000163348,PYGO2,22.31,22.27,4.415,9.842,1.564,26.64
ENSG00000271380,RP11-307C12.12,1.785,0.8211,0.184,0.2422,0.0863,1.564
ENSG00000160691,SHC1,7.863,22.86,2.883,19.63,1.322,32.34
ENSG00000173207,CKS1B,2.912,4.21,1.288,1.729,0.4186,3.306
ENSG00000264349,MIR4258,0,0,0,0,0,0
ENSG00000160688,FLAD1,6.366,6.573,1.543,7.333,0.8696,15.69
ENSG00000163352,LENEP,0,0.0729,0,0,0,0
ENSG00000160685,ZBTB7B,6.121,15.49,2.142,62.7,3.349,90.66
ENSG00000163354,DCST2,0.2322,0.8224,0.0479,0.961,0.0449,1.289
ENSG00000163357,DCST1,0.0768,0.0689,0,0.1524,0,0.237
ENSG00000232093,DCST1-AS1,1.269,0.8093,0.2267,0.2984,0,1.071
ENSG00000143537,ADAM15,19.27,21.21,3.294,25.63,1.859,33.33
ENSG00000243364,EFNA4,1.074,1.706,0.4956,3.48,0.5535,7.926
ENSG00000143590,EFNA3,14.42,6.453,1.577,1.007,0.1172,0.8187
ENSG00000202027,Y_RNA,0,0,0,0,0,0
ENSG00000169242,EFNA1,7.886,40.03,2.442,0.3864,0.1542,1.331
ENSG00000169241,SLC50A1,7.45,12.94,1.483,16.55,2.296,29.58
ENSG00000179085,DPM3,32.8,37.47,13.75,14.64,1.573,26.48
ENSG00000223452,HMGN2P18,0,0,0.1104,0,0,0
ENSG00000163463,KRTCAP2,14.07,15.21,4.729,14.85,1.732,29.91
ENSG00000163462,TRIM46,7.921,2.67,0.9732,0.9177,0.1665,4.92
ENSG00000185499,MUC1,0.8899,1.294,0.4253,0.5049,0.0785,1.037
ENSG00000231064,RP11-263K19.4,10.64,14.71,4.542,0.5072,0.3043,1.494
ENSG00000169231,THBS3,5.27,3.644,1.127,8.13,1.37,14.18
ENSG00000173171,MTX1,6.665,6.045,2.631,10.17,1.801,18.49
ENSG00000236263,RP11-263K19.6,3.877,1.766,0.371,4.397,0.116,8.763
ENSG00000160766,GBAP1,6.105,1.885,0.4061,1.192,0.2394,2.483
ENSG00000236675,MTX1P1,0.8761,0.4127,0.0356,0.562,0.1001,1.411
ENSG00000177628,GBA,8.331,5.616,1.552,19.86,2.322,44.29
ENSG00000160767,FAM189B,20.87,9.857,2.828,3.847,0.6305,9.511
ENSG00000116521,SCAMP3,17.45,18.19,6.689,21.94,1.821,50.52
ENSG00000176444,CLK2,10.26,9.12,1.519,15.16,2.804,27.16
ENSG00000143630,HCN3,4.194,2.822,0.5293,0.4964,0.102,1.284
ENSG00000143627,PKLR,0.0597,0.0816,0,0.7373,0.1072,3.774
ENSG00000160752,FDPS,35.22,32.16,8.376,19.87,2.217,42.24
ENSG00000225855,RUSC1-AS1,1.811,2.482,0.2592,2.513,0.3758,5.226
ENSG00000160753,RUSC1,20.72,10.64,3.256,5.933,0.5664,10.64
ENSG00000116539,ASH1L,12.76,9.056,4.764,3.223,0.5293,5.385
ENSG00000283701,MIR555,0,0,0,0,0,0
ENSG00000207134,RNU6-106P,0,0,0,0,0,0
ENSG00000227773,ASH1L-IT1,0,0,0,0,0,0.1886
ENSG00000207144,RNU6-1297P,0,0,0,0,0,0
ENSG00000237872,POU5F1P4,0,0.049,0,0,0.0258,0.1557
ENSG00000235919,ASH1L-AS1,2.628,3.118,0.3882,0.9856,0.2341,3.025
ENSG00000271267,RP11-29H23.7,0.5194,0,0,0,0.1088,0
ENSG00000225082,DAP3P1,0,0.0957,0,0,0,0.3039
ENSG00000223503,RP11-29H23.6,0.0672,0,0.0901,0.1778,0,0.2552
ENSG00000232519,RP11-29H23.4,0.1348,0,0,0.2378,0,0
ENSG00000125459,MSTO1,3.857,2.79,0.6804,1.848,0.21,4.869
ENSG00000246203,RP11-29H23.5,0.0872,0.1788,0,0.8569,0.0626,0.9696
ENSG00000163374,YY1AP1,13.61,19.16,4.359,50.05,20.62,66.22
ENSG00000132676,DAP3,21.07,17.66,5.414,19.24,2.498,36.07
ENSG00000227673,RP11-243J18.2,0,0,0,0,0,0
ENSG00000203761,MSTO2P,1.891,1.799,0.2793,1.786,0.0749,4.071
ENSG00000116580,GON4L,3.511,3.873,0.7434,6.015,0.4952,10.82
ENSG00000234937,RP11-101O6.2,0.0473,0,0,0.2919,0,0.1347
ENSG00000132718,SYT11,109.5,96.56,46.17,4.044,0.5976,6.07
ENSG00000283442,U4,0,0,0,0,0,0
ENSG00000143622,RIT1,6.436,7.413,2.3,15.47,2.997,25.88
ENSG00000132680,KIAA0907,10.21,10.7,2.698,5.808,0.6203,12.06
ENSG00000207475,SNORA80E,0,0,0,0,0,0
ENSG00000173080,RXFP4,0,0.0215,0,0.0633,0,0.0681
ENSG00000116584,ARHGEF2,26.34,17.77,3.316,51.76,4.144,71.92
ENSG00000277817,MIR6738,0,0,0,0,0,0
ENSG00000273002,RP11-336K24.12,0.4538,0.5674,0.1658,0.1637,0.0519,1.155
ENSG00000224276,RP11-336K24.5,0.0555,0,0,0.0979,0,0.1053
ENSG00000163479,SSR2,46.28,47.9,20.85,124.6,15.66,204.4
ENSG00000160803,UBQLN4,35.62,27.4,11.39,6.826,0.8054,16.5
ENSG00000116586,LAMTOR2,38.37,29.82,12.06,17.22,2.781,31.4
ENSG00000132698,RAB25,0.1048,0.0626,0.1403,0.3927,0.0658,0.721
ENSG00000254726,MEX3A,0.9118,0.9948,0.623,0.0384,0,0.069
ENSG00000160789,LMNA,9.039,18.32,2.974,6.181,0.4434,22.76
ENSG00000196189,SEMA4A,27.86,18.06,4.674,40.18,3.822,88.32
ENSG00000252236,SNORA26,0,0,0,0,0,0
ENSG00000160785,SLC25A44,12.1,8.679,2.162,5.58,0.5789,12.24
ENSG00000160783,PMF1,23.3,22.11,10.19,33.24,3.005,68.34
ENSG00000242252,BGLAP,8.035,10.41,6.85,3.382,0.4208,5.143
ENSG00000160781,PAQR6,442.5,367.8,300.3,2.431,0.5505,7.623
ENSG00000198952,SMG5,37.31,29.19,12.12,32.43,4.541,60.15
ENSG00000163472,TMEM79,2.586,2.758,0.5816,1.994,0.6138,3.606
ENSG00000198715,GLMP,4.755,2.707,1.401,9.462,1.474,21.27
ENSG00000189030,VHLL,0,0,0,0,0,0
ENSG00000163468,CCT3,52.4,41.97,15.11,28.09,3.632,74.72
ENSG00000163467,TSACC,0.1596,0.2625,0.0535,0.1056,0.1003,0.0758
ENSG00000132677,RHBG,0.0705,0.0361,0,0.0533,0,0.0382
ENSG00000237390,RP11-139I14.2,0.012,0.0476,0.0374,0.007,0.005,0.0076
ENSG00000125462,C1orf61,107.6,81.22,76.47,0.1054,0.0225,0.0681
ENSG00000207933,MIR9-1,0.25,0,1.005,0,0,0
ENSG00000236947,RP11-98G7.1,0.3371,0.4031,0.0602,0,0,0
ENSG00000116604,MEF2D,19.49,12.21,2.973,39.14,2.474,59.6
ENSG00000206651,Y_RNA,0,0,0,0.3473,0,0
ENSG00000260460,RP11-284F21.8,0.073,0,0,0,0.0306,0.0231
ENSG00000183856,IQGAP3,0.0957,0.0868,0,0.8615,0.0581,0.4887
ENSG00000187862,TTC24,0.0445,0.0319,0,1.036,0.2236,1.098
ENSG00000163382,NAXE,42.93,32.85,19.35,17.95,2.242,32.56
ENSG00000160818,GPATCH4,21.47,16.08,6.861,5.091,0.7431,15.81
ENSG00000272971,RP11-284F21.11,2.847,1.362,0.7084,0,0,0
ENSG00000132702,HAPLN2,69.85,30.24,7.754,0.0175,0,0.2639
ENSG00000272068,RP11-284F21.9,0.2969,0.2807,0.148,0,0,0
ENSG00000132692,BCAN,194.9,180.7,93.83,0.0681,0.0162,0
ENSG00000272405,RP11-284F21.10,0.6073,0.5884,0.1339,0,0,0.073
ENSG00000229953,RP11-284F21.7,2.258,2.107,0.2951,0,0,0
ENSG00000132688,NES,12.07,16.03,4.875,0.12,0.1409,1.11
ENSG00000237588,RP11-66D17.3,0.0378,0,0,0,0,0
ENSG00000143320,CRABP2,9.344,3.096,1.219,2.248,0.2542,3.033
ENSG00000223356,RP11-66D17.5,1.798,0.2458,0.0688,0.725,0.1291,1.658
ENSG00000143319,ISG20L2,5.798,6.51,1.574,9.963,0.8552,14.44
ENSG00000143303,RRNAD1,7.36,11.15,2.299,7.97,1.104,13.84
ENSG00000143314,MRPL24,37.7,38.24,12.91,8.358,1.534,15.65
ENSG00000143321,HDGF,47.74,62.42,20.44,114.8,60.74,139.5
ENSG00000143294,PRCC,30.75,28.01,7.314,26.1,2.696,49.62
ENSG00000027869,SH2D2A,0.1063,0.7096,0.0356,86.86,5.376,81.87
ENSG00000198400,NTRK1,0.2043,0.5846,0,1.351,0.0367,2.23
ENSG00000027644,INSRR,0.0133,0.053,0.0178,0.0625,0.0056,0.0589
ENSG00000187800,PEAR1,2.404,1.859,0.1534,1.018,0.0554,1.003
ENSG00000160838,LRRC71,0.0169,0.0101,0.068,0.0447,0.0213,0
ENSG00000132694,ARHGEF11,10.79,9.578,2.325,6.923,0.8123,13.24
ENSG00000211581,MIR765,0.1952,0,0,0.3442,0,1.853
ENSG00000266160,RN7SL612P,0,0,0,0,0,0
ENSG00000237842,RP11-110J1.2,0,0.0174,0,0,0,0.0276
ENSG00000224520,KRT8P45,0.0461,0,0,0,0,0
ENSG00000253831,ETV3L,0.1914,0.0269,0.0302,0.1192,0,0.2565
ENSG00000117036,ETV3,3.493,3.427,1.209,3.949,0.2335,5.246
ENSG00000235700,CYCSP52,0,0,0,0,0,0
ENSG00000229961,RP11-71G12.1,0,0.0046,0.0051,0.0675,0,0.1743
ENSG00000284592,RP11-71G12.2,0,0,0,0,0,0
ENSG00000228239,RP11-85G21.1,0,0,0,0,0.2803,0
ENSG00000271736,RP11-85G21.3,0.0707,0,0.0948,1.123,2.978,2.283
ENSG00000237189,RP11-85G21.2,0,0,0,0,0,0
ENSG00000143297,FCRL5,0.0143,0.0086,0,1.277,0.1846,7.357
ENSG00000163518,FCRL4,0.0345,0,0,0.0203,0.0144,0.0436
ENSG00000236731,RP4-801G22.2,0,0,0,0,0,0
ENSG00000233712,RP4-801G22.3,0,0,0,0,0,0
ENSG00000160856,FCRL3,0.0146,0.0261,0.0049,9.833,1.047,15.67
ENSG00000227217,RP11-367J7.3,0,0,0,1.161,0,0.4999
ENSG00000231700,RP11-367J7.4,0,0,0,0,0,0
ENSG00000232366,VDAC1P9,0,0,0,0,0,0
ENSG00000132704,FCRL2,0.0144,0.0172,0,0.951,0.1807,9.239
ENSG00000163534,FCRL1,0.0226,0.027,0,2.463,0.1919,14.48
ENSG00000073754,CD5L,0.0362,0.065,0,4.49,0.0911,1.169
ENSG00000227425,MRPS21P2,0,0,0,0,0,0
ENSG00000236957,RP11-451O13.1,0,0,0,0,0,0.0395
ENSG00000183853,KIRREL,1.828,1.521,0.2158,0.0199,0.0568,0.059
ENSG00000226520,KIRREL-IT1,0,0,0,0,0,0
ENSG00000231666,LINC01704,0,0,0,0,0,0
ENSG00000227295,ELL2P1,0,0.014,0.0782,0.1235,0.0293,0.133
ENSG00000158473,CD1D,0.2074,1.075,0.0265,10.49,1.328,11.75
ENSG00000229914,RP11-404O13.4,0,0,0,0,0,0
ENSG00000176320,RP11-404O13.5,0,0,0,0,0,0
ENSG00000158477,CD1A,0,0,0,0.3183,0.0534,1.048
ENSG00000230942,HMGN1P5,0,0,0,0,0,0
ENSG00000158481,CD1C,0,0.0371,0,3.747,0.2338,18.69
ENSG00000158485,CD1B,0,0,0,0.3376,0.0401,0.3633
ENSG00000158488,CD1E,0,0,0,0.57,0,0.9587
ENSG00000186306,OR10T2,0,0,0,0,0,0
ENSG00000180708,OR10K2,0,0,0,0,0,0
ENSG00000203758,OR10T1P,0,0,0,0,0,0
ENSG00000236257,EI24P2,0,0.0989,0.0554,0,0,0.157
ENSG00000173285,OR10K1,0,0,0,0,0,0
ENSG00000236656,RP11-144L1.4,0,0,0,0,0,0
ENSG00000198965,OR10R2,0,0,0,0,0,0
ENSG00000198703,OR10R3P,0,0,0,0,0,0
ENSG00000227445,OR10R1P,0,0,0,0,0,0
ENSG00000231434,RP11-144L1.8,0.0205,0.0123,0.0138,0.0181,0,0
ENSG00000197532,OR6Y1,0,0,0,0,0,0
ENSG00000186440,OR6P1,0,0,0,0,0,0
ENSG00000279111,OR10X1,0,0,0,0,0,0
ENSG00000198967,OR10Z1,0,0.0282,0,0,0,0
ENSG00000163554,SPTA1,0.0081,0.0129,0.0145,1.3,1.612,2.989
ENSG00000231237,OR6K1P,0,0,0,0,0,0
ENSG00000196171,OR6K2,0,0,0,0,0,0
