"Taxonomy_ID","Organism_Name","Host","GC_content","Size_Kb","Number_Of_Proteins"
668618,"Staphylococcus phage P954","bacteria",34,40.761,69
2315458,"Acinetobacter phage vB_AbaM_B09_Aci05","bacteria",37.2,102.789,160
281492,"Avian adeno-associated virus strain DA-1","vertebrates",54.1,4.682,2
2812887,"Bacillus phage BCP18","bacteria",38.8,159.145,188
1881347,"Vibrio phage 1.195.O._10N.286.54.C8","bacteria",48.7,59.738,88
2664214,"Pseudomonas phage vB_PaeP_SPCG","bacteria",62.3,42.41,53
508748,"Mesta yellow vein mosaic Bahraich virus","land plants",43.6,2.737,7
1087068,"Aspergillus foetidus dsRNA mycovirus","fungi",55.2804,10.855,4
338138,"Enterobacteria phage NC6","bacteria",45.8,5.529,11
269302,"Tomato leaf curl China virus - [G18]","land plants",43.9,2.733,6
1940252,"Cacao mild mosaic virus","land plants",43,7.533,4
50713,"Cocal virus","vertebrates",44,11.003,5
2712962,"Vibrio phage Cilsick","bacteria",40.2,126.526,192
1922549,"Beihai picorna-like virus 120","invertebrates",39.8,9.928,4
1708488,"Macrophomina phaseolina single-stranded RNA virus 1","fungi",46.3,6.356,2
1460362,"Pseudomonas phage phiPsa300","bacteria",47.7,99.272,171
2035845,"Chimpanzee polyomavirus Bob","vertebrates",38.2,5.086,5
2558862,"Streptococcus satellite phage Javan80","bacteria",36.2,13.496,21
205323,"Tobacco leaf curl betasatellite","land plants",37.5,1.361,1
1223562,"Golden Gate virus","vertebrates",41.1391,10.404,4
407392,"Thermus phage phiYS40","bacteria",32.6,152.372,170
1960312,"Salmonella phage BSP22A","bacteria",40.1,110.741,174
2306278,"Bacteroides phage p00","bacteria",53,42.831,17
2590919,"Dinoroseobacter phage vB_DshS-R4C","bacteria",66.8,36.291,49
1538364,"Ralstonia phage RSJ5","bacteria",60.7,43.745,41
1679933,"Rattus norvegicus polyomavirus 1","vertebrates",45.3,5.318,8
2725618,"Streptomyces phage ClubPenguin","bacteria",59,56.205,91
2704033,"Gordonia phage Skog","bacteria",65.8,152.435,226
222061,"African cassava mosaic virus-[Cameroon-DO2]","land plants",45,2.781,6
337054,"Human papillomavirus type 88","human",40.1,7.326,7
2015889,"Mycobacterium phage Slimphazie","bacteria",66.6,60.143,98
2601614,"Klebsiella phage KMI3","bacteria",54,43.746,37
2719568,"Pseudomonas phage Epa1","bacteria",52.1,45.23,67
2591373,"Klebsiella phage vB_KpnP_NahiliMali","bacteria",51.2,39.556,51
148879,"Banmivirus BanMMV","land plants",37.3,7.352,5
1923338,"Hubei virga-like virus 23","invertebrates",42.3,14.639,6
2558671,"Streptococcus satellite phage Javan387","bacteria",32.5,15.996,22
1922801,"Changjiang sobemo-like virus 2","invertebrates",42,6.056,3
2548085,"Streptococcus phage Javan270","bacteria",38.1,35.527,55
1676469,"Alternaria brassicicola mitovirus","fungi",30.5,2.506,1
627500,"Okra yellow crinkle virus-[Cameroon]","land plants",43.5,2.793,6
2045185,"Long Pine Key virus","invertebrates",51.2,10.38,1
2656587,"Mycobacterium phage Kloppinator","bacteria",66.5,68.48,102
1408895,"Dill cryptic virus 1","land plants",45.8903,3.85,2
1852677,"Helicobacter phage Pt4497U","bacteria",36.2,29.393,36
743033,"Okra leaf curl Mali alphasatellite-Cameroon [CM:Lys1d3:09]","land plants",42.3,1.389,1
2599877,"Mycobacterium phage Rapunzel97","bacteria",66.6,59.687,98
1458459,"Subterranean clover stunt C6 alphasatellite","land plants",41.8,1.017,1
1881327,"Vibrio phage 1.107.C._10N.286.52.E10","bacteria",41.7,10.447,22
2710505,"Bacteroides phage SJC03","bacteria",23.4,166.827,261
887825,"Chickpea chlorosis virus-A","land plants",43.5,2.582,4
1927020,"Mycobacterium phage MrMagoo","bacteria",60.8,84.303,155
1618249,"Avon-Heathcote Estuary associated circular virus 25","invertebrates",42.1,2.142,2
2720906,"Chicken virus mg5_2676","vertebrates",37.8,1.962,2
683176,"Senegalese sole Iberian betanodavirus","vertebrates",52.6454,4.526,2
1977402,"Inovirus M13","bacteria",40.7,6.407,10
2116452,"Wenzhou pacific spadenose shark paramyxovirus","vertebrates",42.6,21.523,10
1273714,"Enterobacteria phage ID204 Moscow/ID","bacteria",45.4,5.475,11
2713609,"Camellia oleifera geminivirus","land plants",43.3617,6.29,7
2836043,"Gordonia phage MScarn","bacteria",60.3,45.677,72
1897555,"Streptococcus phage SpGS-1","bacteria",38.3,37.631,53
28314,"Aleutian mink disease parvovirus","vertebrates",38.6,4.801,4
160796,"Skunkpox virus","vertebrates",31.5,222.832,211
2060140,"Human papillomavirus type 216","human",37.4,7.233,9
2201378,"Aeromonas phage SD04","bacteria",44.7,59.646,67
2593336,"Gordonia phage Samba","bacteria",67.2,51.5,79
218923,"Turnip rosette virus","land plants",48,4.086,5
2719207,"Mycobacterium phage Polymorphads","bacteria",63.8,51.393,90
2847073,"Escherichia phage fd","bacteria",40.9,6.408,10
2907838,"Streptococcus phage C1","bacteria",34.6,16.687,20
2050964,"Enterococcus phage phiNASRA1","bacteria",34.7,40.139,62
1810940,"Spilosoma obliqua nucleopolyhedrosis virus","invertebrates",45.5,136.141,135
2686280,"Flavobacterium phage vB_FspS_tooticki9-1","bacteria",29.3,36.912,65
2026102,"Klebsiella phage YMC16/01/N133_KPN_BP","bacteria",58.9,58.387,70
2548138,"Streptococcus phage Javan381","bacteria",44.6,39.487,48
2743819,"Flavobacterium phage vB_FspP_elemoA_3-5A","bacteria",31.8,60.466,90
2582873,"Tortoise genomovirus 12","vertebrates",50.6,2.201,2
2863830,"Pseudomonas phage vB_PaeA_55_1W","bacteria",62.3,42.546,52
2108127,"Mycobacterium phage MooMoo","bacteria",62,55.178,97
2590051,"Listeria phage LP-066","bacteria",35.8,138.918,189
35258,"Lambdapapillomavirus 2","vertebrates",41.6,8.607,7
1808970,"Angelica bushy stunt virus","land plants",34.2,8.3,7
2365013,"Streptococcus phage CHPC1037","bacteria",38.9,36.551,43
1454026,"Dragonfly larvae associated circular virus-5","invertebrates",53.8,1.96,2
930275,"Cotia virus SPAn232","vertebrates",23.6,185.139,185
2499227,"Macaca mulatta feces associated virus 5","vertebrates",42.3,1.537,2
1912326,"Vibrio phage K05K4_VK05K4_1","bacteria",46.4,21.012,34
2483666,"Gordonia phage Bibwit","bacteria",67.5,57.88,83
2720946,"Chicken genomovirus mg4_1247","vertebrates",48,2.142,2
2571077,"Human lung-associated brisavirus MD","human",33.4,3.05,3
1165158,"Lactococcus phage ASCC527","bacteria",34.5,32.345,58
2656573,"Mycobacterium phage DreamTeam1","bacteria",61.9,52.556,93
471358,"Human papillomavirus type 57c","human",50,7.848,7
2022859,"Marinomonas phage CB5A","bacteria",43.2,45.385,54
12294,"Pea early-browning virus","land plants",40.4323,10.447,7
2713304,"Salmonella phage maane","bacteria",45.2,159.128,204
2558572,"Streptococcus satellite phage Javan212","bacteria",34.3,13.181,19
2500797,"Streptomyces phage WheeHeim","bacteria",54.6,18.266,36
1796007,"Pacific flying fox faeces associated circular DNA virus-12","vertebrates",50.3,2.655,2
201862,"Wisteria vein mosaic virus","land plants",39.1,9.695,2
1606500,"Alphapolyomavirus sturnirae","vertebrates",42.2,5.058,4
1357669,"Mycobacterium phage DrDrey","bacteria",63,77.367,144
1881383,"Vibrio phage 1.097.O._10N.286.49.B3","bacteria",42.6,76.918,98
1406781,"Bacillus phage BigBertha","bacteria",37.8,165.238,291
2576478,"Escherichia phage vB_EcoS-26175I","bacteria",40,114.649,158
338117,"Enterobacteria phage NC7","bacteria",44.9,5.386,11
2201443,"Microbacterium phage Tandem","bacteria",64.7,63.128,114
2922994,"Mycobacterium phage Liefie","bacteria",66.8,41.65,61
1147152,"Enterobacteria phage mEp460","bacteria",50.9,44.51,59
2488970,"Mycobacterium phage Jillium","bacteria",66.5,68.75,102
687371,"Torque teno mini virus 3","human",38,2.897,3
1851219,"Human papillomavirus type 194","human",38.2,7.26,6
1678225,"Catu virus","human",37.203,12.024,3
1873958,"Pectobacterium phage PP16","bacteria",51.9,44.268,57
380435,"Rochambeau virus","invertebrates",42.1,13.593,11
687348,"Torque teno virus 9","human",46.5,3.064,1
2559110,"La Gloria virus","invertebrates",40.3029,12.481,4
652718,"Sweet potato leaf curl Canary virus","land plants",44.6,2.807,6
1922959,"Hubei narna-like virus 5","invertebrates",41,2.664,1
1972626,"Hapavirus wongabel","invertebrates",34.9,13.196,10
1897765,"Mycobacterium phage Derpp","bacteria",66.4,68.637,101
1880822,"Klebsiella phage PMBT1","bacteria",41.9,175.206,276
2049883,"Mirabilis leaf curl betasatellite","land plants",36.1,1.367,1
2491319,"Staphylococcus phage phiSP15-1","bacteria",35.5,45.164,62
2590878,"Microbacterium phage Finny","bacteria",62.1,40.313,58
2604903,"Staphylococcus phage SA44-CTH7","bacteria",28.9,17.522,19
498803,"Emilia yellow vein virus","land plants",39.6,2.726,6
1673878,"Streptomyces phage Verse","bacteria",65.6,49.483,75
1315264,"Human papillomavirus type 161","human",37.7,7.238,6
2588517,"Aeromonas phage 4_4572","bacteria",42.5,102.915,154
1851130,"Human papillomavirus 187","human",38.9,7.268,6
1843735,"Faeces associated gemycircularvirus 15","vertebrates",53.9,2.226,3
2599880,"Mycobacterium phage ThulaThula","bacteria",66.5,50.415,80
2070152,"Saffron latent virus","land plants",39.4,9.693,2
1958910,"Mycobacterium phage SassyB","bacteria",61.6,55.094,95
2736262,"Vibrio phage Athena","bacteria",40.1,127.019,192
1972567,"Vesiculovirus bogdanovac","invertebrates",47.3,11.202,5
2777387,"Klebsiella phage 066024","bacteria",53.2,40.77,50
11855,"Mason-Pfizer monkey virus","vertebrates",43,8.557,4
2588512,"Mycobacterium phage LilSpotty","bacteria",64.7,49.798,85
2548185,"Streptococcus phage Javan464","bacteria",37.8,42.236,67
1701818,"Streptococcus phage phiARI0285-2","bacteria",38.9,34.445,41
130329,"Duck adenovirus 1","vertebrates",43,33.362,29
226613,"Reptilian orthoreovirus","vertebrates",45.6725,24.043,11
1718174,"Mycobacterium phage Evanesce","bacteria",67.4,53.746,85
2743830,"Flavobacterium phage vB_FspP_elemoA_7-3A","bacteria",31.8,60.064,89
1516081,"MSSI2.225 virus","human",51.8,2.259,3
2743834,"Flavobacterium phage vB_FspP_elemoA_7-9C","bacteria",31.8,60.104,89
754057,"Vibrio phage VD1","bacteria",44.4,81.013,117
2689127,"Plasmopara viticola lesion associated mycobunyavirales-like virus 4","fungi",43.5695,6.309,3
1236392,"Betapolyomavirus calbifrons","vertebrates",37.9,5.013,4
1887652,"Gordonia phage Remus","bacteria",62,52.738,98
2605718,"Blueberry green mosaic associated virus","land plants",46.2,7.477,5
1400255,"Galidia ERV","vertebrates",53.9,8.539,3
2584394,"Plant associated genomovirus 22","land plants",50.3,2.129,2
2558700,"Streptococcus satellite phage Javan431","bacteria",37.1,9.035,17
67962,"Carrot red leaf luteovirus associated RNA","land plants",50.4,2.835,3
459305,"Anemone mosaic virus","land plants",43.3,9.698,1
913595,"Chilli leaf curl virus-DU [India:New Delhi:Papaya:2009]","land plants",43.7,2.763,6
1770618,"Currant virus A","land plants",39.6,7.925,2
2040662,"Tomato yellow leaf curl Shandong betasatellite","land plants",36.1,1.334,1
2025815,"Escherichia phage EC121","bacteria",35.5,168.805,265
2079544,"Pseudomonas phage phiNV3","bacteria",58.3,43.184,48
2743841,"Flavobacterium phage vB_FspP_elemoA_8-9C","bacteria",31.7,60.95,91
714308,"Rhynchosia mild mosaic virus","land plants",41.6738,5.162,6
1923650,"Wenzhou shrimp virus 3","invertebrates",50.8,10.472,5
2652421,"Mycobacterium phage JeppNRM","bacteria",64,50.575,89
2283304,"Streptomyces phage LukeCage","bacteria",49,133.195,248
1985391,"Odonata associated gemycircularvirus 2","invertebrates",50.1,2.19,2
1923148,"Hubei picorna-like virus 65","invertebrates",45.4,8.941,1
2510585,"Mycobacterium phage Nibb","bacteria",67.6,62.293,102
2419649,"Streptococcus phage SW3","bacteria",38.6,37.181,45
1922724,"Beihai tombus-like virus 3","invertebrates",47.6,5.029,3
2588509,"Microbacterium phage Etta","bacteria",63.3,41.542,62
3052322,"Mammarenavirus oliverosense","vertebrates",39.9766,10.719,4
268322,"Maize streak virus - A[MakD]","land plants",49.7,2.687,4
1698362,"Arthrobacter phage Jessica","bacteria",60.1,15.556,26
1538456,"Tapirape virus","vertebrates",36.5879,12.234,3
627502,"Tomato leaf curl virus-[Buea]","land plants",42.2,2.813,9
1913581,"Staphylococcus phage SCH1","bacteria",29.3,18.023,21
2724325,"Vibrio phage V05","bacteria",42.7,157.241,237
1036197,"Chilli leaf curl betasatellite-Panipat 4 [India:Panipat:Papaya:2008]","land plants",40.3,1.369,1
2713323,"Salmonella phage templet","bacteria",49.8,41.598,59
2870354,"limnipivirus B1","vertebrates",45,7.697,1
2027895,"Mycobacterium phage Gideon","bacteria",66.6,41.903,63
2499021,"Arthrobacter phage Wawa","bacteria",60.9,43.85,62
1922542,"Beihai picorna-like virus 113","invertebrates",43.1,10.929,2
2510578,"Mycobacterium phage Melpomini","bacteria",64.7,154.855,228
12280,"Tomato ringspot virus","land plants",47.1921,15.485,2
540064,"Mycobacterium phage DD5","bacteria",63.4,51.621,87
2699738,"Cronobacter phage vB_CsaP_009","bacteria",35.1,92.122,140
2686311,"Sphingomonas phage Eidolon","bacteria",55,43.318,56
241630,"Mossman virus","vertebrates",41.3,16.65,8
2047845,"Mycobacterium phage Wilkins","bacteria",63.9,50.907,94
2558767,"Streptococcus satellite phage Javan598","bacteria",38.8,11.817,20
2172094,"Codiaeum leaf curl betasatellite","land plants",36.9,1.369,1
2558714,"Streptococcus satellite phage Javan463","bacteria",36.5,15.425,23
2510466,"Klebsiella phage ST13-OXA48phi12.3","bacteria",49.9,84.199,93
2805844,"Streptomyces phage Cross","bacteria",50.1,132.807,227
2582937,"Capybara genomovirus 10","vertebrates",50.7,2.054,2
1071504,"Mycobacterium phage Turbido","bacteria",63.3,53.169,94
1219531,"Mycobacterium phage Chy1","bacteria",63.6,47.198,79
1739611,"Lactobacillus phage iLp1308","bacteria",45,34.176,50
1452516,"Caprine kobuvirus","vertebrates",55.6,8.305,1
995023,"Simian adenovirus 50","vertebrates",62.6,35.512,32
1923296,"Hubei tombus-like virus 9","vertebrates",50.8,3.501,2
2777139,"rhinovirus B103","human",40.2,6.899,1
2021667,"Tomato leaf curl purple vein virus","land plants",46.6,2.629,6
1698365,"Mycobacterium phage Frosty24","bacteria",66.6,41.901,63
1956177,"Citrus leprosis virus N","land plants",45.458,12.769,6
1088864,"Mycobacterium phage Bongo","bacteria",61.6,80.228,132
2713247,"Bifidobacterium phage BitterVaud1","bacteria",49.5,51.699,67
2024277,"Arthrobacter phage Heisenberger","bacteria",45.1,58.208,100
2719193,"Pseudomonas phage Epa26","bacteria",54.8,88.805,161
2250451,"Aspergillus fumigatus mitovirus 1","fungi",54.4,2.519,1
1922760,"Beihai zhaovirus-like virus 4","invertebrates",44.1,8.223,1
1923599,"Wenzhou picorna-like virus 15","invertebrates",46.2,8.61,2
1272947,"Landjia virus","vertebrates",36.8,13.695,11
1937789,"Black currant leaf chlorosis associated virus","land plants",42.2752,7.627,3
1923378,"Sanxia picorna-like virus 9","invertebrates",39.7,8.114,2
2170220,"Subterranean clover stunt alphasatellite 1","land plants",41.6,1.003,1
687366,"Torque teno virus 27","human",53.4,3.729,4
2041341,"Marinobacter phage PS3","bacteria",55.7,42.168,54
434898,"Fusarium oxysporum chrysovirus 1","fungi",48.2,4.216,2
37126,"Citrus leaf rugose virus","land plants",44.04,8.683,5
82300,"adeno-associated virus 5","vertebrates",55.1,4.642,2
2720959,"Chicken smacovirus mg4_885","vertebrates",49,2.532,2
2483670,"Gordonia phage Geodirt","bacteria",67.7,59.495,85
339420,"Blackberry chlorotic ringspot virus","land plants",42.8401,8.647,5
2547983,"Streptococcus phage Javan113","bacteria",44.2,37.901,40
2029659,"Lactococcus phage 16802","bacteria",35.2,28.721,47
2558541,"Streptococcus satellite phage Javan147","bacteria",32.7,8.222,14
1923671,"Wenzhou tombus-like virus 18","invertebrates",55.9,3.883,3
1963254,"Fall chinook aquareovirus","vertebrates",54.2399,23.307,12
762905,"Hyperthermophilic Archaeal Virus 1","archaea",46.2,22.743,40
2601628,"Salmonella phage 1-29","bacteria",40.1,111.636,159
2510487,"Klebsiella phage ST437-OXA245phi4.2","bacteria",50.5,18.281,26
45368,"Porcine adenovirus 1","vertebrates",60.5,1.993,2
190478,"Clostridium phage phi3626","bacteria",28.4,33.507,50
2485920,"Penicillium roseopurpureum negative ssRNA virus 1","fungi",41.5738,9.404,3
2588671,"Chickpea redleaf virus 2","land plants",43.3,2.588,4
2029674,"Lactococcus phage 96401","bacteria",35.2,29.306,54
2593329,"Klebsiella phage vB_KpnP_Bp5","bacteria",53.9,43.872,51
2719188,"Pseudomonas phage Epa18","bacteria",54.7,83.26,148
31503,"Satellite maize white line mosaic virus","land plants",51,1.168,1
1983546,"Sulfolobus islandicus rod-shaped virus 11","archaea",25.8,33.356,50
1534546,"avisivirus C1","vertebrates",45.2,7.167,1
10586,"human papillomavirus 33","human",36.5,7.912,8
1970798,"Klebsiella phage KOX1","bacteria",51.2,50.526,81
2558066,"Parsley severe stunt alphasatellite 4","land plants",38.5,0.99,1
2910955,"Gordonia phage Niagara","bacteria",59.5,75.306,99
2558807,"Streptococcus satellite phage Javan652","bacteria",36.6,9.984,16
2724326,"Vibrio phage V07","bacteria",43.1,349.331,516
2182343,"Streptomyces phage Salete","bacteria",69.2,57.243,71
2548205,"Streptococcus phage Javan49","bacteria",43.8,34.479,35
1105379,"Porcine astrovirus 4","vertebrates",45.1,6.639,3
2219126,"Lynx canadensis faeces associated genomovirus CL1 58","vertebrates",52.8,2.302,2
1960660,"Klebsiella phage 6 LV-2017","bacteria",53.2,19.26,22
2052607,"Faba bean necrotic yellows virus associated alphasatellite 2","land plants",39.2,1.005,1
1881382,"Vibrio phage 1.054.O._10N.261.52.A1","bacteria",42.3,41.774,72
2548078,"Streptococcus phage Javan261","bacteria",38.6,25.306,31
2715931,"Salmonella phage Chennai","bacteria",44.6,157.462,206
1873950,"Mycobacterium phage Penny1","bacteria",64,50.884,90
104263,"Hop latent virus","land plants",47.8,8.612,6
1922804,"Changjiang tombus-like virus 11","invertebrates",48.5,3.631,3
2767546,"Proteus phage 7","bacteria",48.5,242.444,247
2201444,"Microbacterium phage Zeta1847","bacteria",71.4,47.921,75
1242863,"Spodoptera exempta nucleopolyhedrovirus","invertebrates",41.2,129.528,139
2420239,"Salmonella phage vB_SenS_phi135","bacteria",49.9,43.142,59
2483673,"Gordonia phage Octobien14","bacteria",58.7,76.358,143
1777072,"Pseudomonas phage K5","bacteria",49.4,93.754,178
1220604,"Rhizobium phage RHEph04","bacteria",56.4,53.018,81
1885571,"Rat parvovirus 2","vertebrates",44.3,4.222,2
279539,"Gremmeniella abietina RNA virus L2","fungi",56.6,5.129,2
1636205,"Staphylococcus phage B236","bacteria",35.6,43.228,67
1729936,"Pseudomonas phage 17A","bacteria",57.7,40.242,46
1660380,"Escherichia phage PA51","bacteria",49.8,61.388,89
2565657,"Rheinheimera phage vB_RspM_Barba18A","bacteria",38.2,80.342,136
2015823,"Mycobacterium phage Phrank","bacteria",66.2,61.109,101
2290809,"Curvibacter phage TJ1","bacteria",58.2,37.136,54
2053723,"Streptomyces phage WRightOn","bacteria",60.3,45.221,64
156690,"Beet mild yellowing virus","land plants",48.1,5.722,6
241436,"Lates calcarifer encephalitis virus","vertebrates",55.2,0.832,1
2652406,"Microbacterium phage ChickenKing","bacteria",63.4,39.924,57
945083,"Edwardsiella phage eiAU","bacteria",55.4,43.015,54
2558835,"Streptococcus satellite phage Javan741","bacteria",37.9,13.963,26
2710514,"Bacteroides phage SJC17","bacteria",46.2,38.127,49
260716,"Human papillomavirus 95","human",39.1,7.337,7
2558865,"Streptococcus satellite phage Javan86","bacteria",38.7,9.97,17
2315615,"Mycobacterium phage Roots515","bacteria",64.7,156.288,237
167161,"Strawberry mottle virus","land plants",45.5772,12.655,2
1881214,"Vibrio phage 1.172.O._10N.261.52.F5","bacteria",42.7,36.314,61
2572527,"Gordonia phage Lutum","bacteria",63,54.534,104
2707004,"Roe deer astrovirus","vertebrates",49.8,6.274,3
1923631,"Wenzhou picorna-like virus 44","invertebrates",44.7,10.856,1
2555909,"Klebsiella phage ST101-KPC2phi6.1","bacteria",52.6,48.131,75
1715778,"Simian adenovirus 16","vertebrates",57.9,35.159,36
1881630,"Velvet bean golden mosaic virus","land plants",43.3,2.767,6
2501220,"Rutstroemia firma fusarivirus 1","fungi",44.3,6.641,2
1567005,"Mycobacterium phage MiaZeal","bacteria",61.2,110.764,250
1108926,"Human bocavirus isolate SH2","human",42.5,5.277,4
1823757,"Kafue kinda chacma baboon virus","vertebrates",50.8,14.924,14
2419615,"Mycobacterium phage Scarlett","bacteria",68.7,62.306,102
2219223,"Arowana adomavirus","vertebrates",41.5,17.525,11
1595998,"Human smacovirus 1","human",42.8,2.477,2
1859161,"Sclerotinia nivalis victorivirus 1","fungi",50.5,5.162,2
1391429,"Mycobacterium phage Artemis2UCLA","bacteria",61.4,52.344,102
1983555,"Pseudomonas phage PspYZU01","bacteria",63.1,58.279,67
2548060,"Streptococcus phage Javan235","bacteria",37.7,45.029,59
669008,"Escherichia phage 285P","bacteria",48.7,39.27,47
2696355,"Pseudomonas phage PE09","bacteria",48.1,99.455,179
2170411,"Philantomba monticola polyomavirus 1","vertebrates",39.5,5.034,8
2315392,"Trichoderma harzianum bipartite mycovirus 1","fungi",52.4829,3.722,2
2593333,"Arthrobacter phage Vibaki","bacteria",66.7,48.201,78
2692021,"Plasmopara viticola lesion associated mononegaambi virus 9","fungi",46.5,6.223,1
2250336,"Streptomyces phage Blueeyedbeauty","bacteria",47.9,130.473,240
2713663,"Alphamesonivirus 1 Ngewotan","invertebrates",37.6,20.149,3
2500145,"Salmonella phage TS3","bacteria",49.9,41.568,63
1176736,"Pitaya virus X","land plants",51.1,6.677,5
2773319,"sicinivirus A5","vertebrates",53.8,9.253,1
2339258,"Capsicum frutescens endornavirus 1","land plants",42,14.88,1
1798085,"Piscine myocarditis-like virus","vertebrates",44.2,6.038,3
1176156,"Tomato leaf curl Yemen betasatellite","land plants",39,1.352,1
1923322,"Hubei unio douglasiae virus 2","vertebrates",47.6,4.431,3
333968,"Dolichos yellow mosaic virus","land plants",44.5503,5.494,8
658650,"Bhendi yellow vein Haryana virus [2003:Karnal]","land plants",43.5,2.74,7
2595045,"Mycobacterium phage KingMidas","bacteria",61.4,57.386,105
1636556,"Lactococcus phage 936 group phage Phi109","bacteria",34.9,31.033,54
2565652,"Rheinheimera phage vB_RspM_Barba15A","bacteria",38.2,82.059,143
2713275,"Salmonella phage assan","bacteria",39.8,11.578,15
1562076,"Pseudomonas phage Pf-10","bacteria",56.5,39.167,46
2315217,"Serratia phage JS26","bacteria",57,63.971,84
320432,"Chrysodeixis chalcites nucleopolyhedrovirus","invertebrates",39,149.622,151
157270,"Gooseberry vein banding associated virus","land plants",50.1,7.659,3
159153,"Planococcus citri densovirus","invertebrates",37.6,5.38,4
1737467,"Pbunalikevirus phiVader","bacteria",54.9,65.762,90
1885927,"Sparus aurata polyomavirus 1","vertebrates",52.1,7.299,5
1332145,"Synechococcus T7-like phage S-TIP37","bacteria",50.5,45.477,56
1984755,"Flavobacterium phage VK48","bacteria",30,46.57,76
1983541,"Clostridium phage CPS1","bacteria",28.3,19.089,25
203168,"Grapevine leafroll-associated virus 6","land plants",44.6,13.807,6
1874590,"Lactococcus phage 4R15L","bacteria",34.4,30.782,57
1678231,"Witwatersrand virus","invertebrates",35.619,12.251,4
2696404,"Escherichia phage herni","bacteria",44.1,50.971,83
1747352,"Salmonella phage fSE1C","bacteria",49.7,41.72,53
2447829,"Taphozous melanopogon polyomavirus 1","vertebrates",41.5,5.133,5
2249768,"Paenibacillus phage Ley","bacteria",48,56.465,88
361697,"Boerhavia yellow spot virus","land plants",47.5,2.621,4
2017580,"Enterococcus phage Idefix","bacteria",33.2,18.168,25
1675553,"Mycobacterium phage Nhonho","bacteria",63.8,51.355,88
2609832,"Salmonella phage Si3 KFo-2019","bacteria",46.8,40.012,64
2499068,"Mycobacterium phage Wallhey","bacteria",66.4,68.821,103
2652757,"Vibrio phage VP24-2_Ke","bacteria",42.5,7.18,13
1916160,"Streptococcus phage IPP20","bacteria",40.1,37.441,56
2894299,"Pseudomonas phage phipa4","bacteria",53.7,42.943,58
875612,"Bat coronavirus HKU9-10-1","vertebrates",42.7,29.136,8
2109373,"Chicken stool associated circular virus 1","vertebrates",48.1,3.173,2
345184,"Cabbage leaf curl Jamaica virus","land plants",42.9923,5.069,7
1887218,"Bos taurus papillomavirus 20","vertebrates",44.6,7.277,7
47418,"Phocid alphaherpesvirus 1","vertebrates",36,114.546,70
2094144,"Rhodococcus phage Finch","bacteria",63.1,138.896,228
2250365,"Mycobacterium phage Phranny","bacteria",64,48.024,81
648017,"Staphylococcus phage phiPVL-CN125","bacteria",33.6,44.492,65
1965067,"Porcine reproductive and respiratory syndrome virus 2","vertebrates",52.8,15.411,9
307456,"Autographa californica multiple nucleopolyhedrovirus","invertebrates",40.7,133.926,151
2004487,"Human associated gemykibivirus 1","human",52.1,2.265,3
2759711,"Ralstonia phage Adzire","bacteria",62.2,44.732,58
2736196,"Staphylococcus phage R4","bacteria",33.3,45.168,65
1718166,"Mycobacterium phage LadyBird","bacteria",63.5,53.141,96
1667367,"Brucella phage 1066_19","bacteria",48.2,41.143,58
1922899,"Hubei leech virus 1","invertebrates",57.6,4.779,3
2078577,"Houbara coronavirus UAE-HKU28","vertebrates",39.6,26.155,10
66295,"Fowl aviadenovirus 8","vertebrates",52.9,13.892,19
76343,"Beet soil-borne mosaic virus","land plants",41.046,14.744,10
2021212,"Rice virus A","land plants",50.7,4.832,5
3052483,"Orthohantavirus khabarovskense","vertebrates",38.1942,12.132,3
936054,"Enterobacteria phage VT2phi_272","bacteria",50.1,65.955,83
2713309,"Salmonella phage oselot","bacteria",39.9,113.503,171
2250360,"Mycobacterium phage Kahve","bacteria",66.5,69.031,102
2501284,"Verticillium longisporum ambiguivirus 1","fungi",58.7,2.798,2
2517959,"Mycobacterium phage Mainiac","bacteria",64,50.828,89
2563579,"Pseudomonas phage vB_Pae_CF57b","bacteria",64.3,37.702,58
1922719,"Beihai tombus-like virus 16","invertebrates",44.6,4.822,3
2419525,"Streptococcus phage LF3","bacteria",40.2,32.205,47
1476887,"Lactococcus phage P092","bacteria",33.5,53.513,76
1204531,"Salmonella phage STML-198","bacteria",36.9,158.099,255
1897534,"Propionibacterium phage Doucette","bacteria",65.6,37.429,61
1387879,"Miniopterus schreibersii paramyxovirus","vertebrates",36.4,16.017,9
1540098,"Escherichia phage Seurat","bacteria",44.6,56.776,88
2548098,"Streptococcus phage Javan3","bacteria",43.4,34.657,35
376758,"Propionibacterium phage PA6","bacteria",54,29.739,48
1897546,"Mycobacterium phage LindNT","bacteria",66.8,60.053,93
1922726,"Beihai tombus-like virus 5","invertebrates",48.8,3.611,2
1226253,"Stx2-converting phage Stx2a_F349","bacteria",51,59.872,84
2584398,"Plant associated genomovirus 4","land plants",50.9,2.184,2
2250406,"Mycobacterium phage Mowgli","bacteria",66.6,41.902,63
2847060,"Escherichia phage ev017","bacteria",49.7,50.126,73
1291515,"Acheta domesticus volvovirus","invertebrates",44.3,2.517,4
1182515,"Mannheimia phage vB_MhM_1152AP","bacteria",41.6,34.719,52
1458710,"Mycobacterium phage Badfish","bacteria",66.5,69.03,102
380434,"Mount Elgon bat virus","vertebrates",36.3,10.941,5
2024326,"Bacteriophage T5-like poul149","bacteria",39.7,121.986,164
